99Liu_Si [wt%] LIQUID+AL13FE4+ALFESI_ALPHA,99Liu_Fe [wt%] LIQUID+AL13FE4+ALFESI_ALPHA,99Liu_Si [wt%] LIQUID+ALFESI_ALPHA+FCC_A1,99Liu_Fe [wt%] LIQUID+ALFESI_ALPHA+FCC_A1,99Liu_Si [wt%] LIQUID+FCC_A1+ALFESI_BETA,99Liu_Fe [wt%] LIQUID+FCC_A1+ALFESI_BETA,99Liu_Si [wt%] LIQUID+ALFESI_BETA+DIAMOND_A4,99Liu_Fe [wt%] LIQUID+ALFESI_BETA+DIAMOND_A4,99Liu_Si [wt%] LIQUID+ALFESI_BETA+ALFESI_ALPHA,99Liu_Fe [wt%] LIQUID+ALFESI_BETA+ALFESI_ALPHA,99Liu_Si [wt%] LIQUID+FCC_A1+DIAMOND_A4,99Liu_Fe [wt%] LIQUID+FCC_A1+DIAMOND_A4,99Liu_Si [wt%]LIQUID+AL13FE4+FCC_A1,99Liu_Fe [wt%] LIQUID+AL13FE4+FCC_A1,NucleoScheil_Si [wt%],NucleoScheil_Fe [wt%],Scheil1_Si [wt%],Scheil1_Fe [wt%]
,,,,,,,,,,,,,,8.820121242,1.307746722,7.456240996,1.539160174
,,,,,,,,,,,,,,8.834210413,1.310098371,7.472886795,1.535371579
,,,,,,,,,,,,,,8.848295492,1.312449872,7.48951648,1.531598477
,,,,,,,,,,,,,,8.862376275,1.314801954,7.506130146,1.527840753
,,,,,,,,,,,,,,8.876452969,1.317153889,7.522727884,1.524098292
,,,,,,,,,,,,,,8.890525594,1.319505595,7.539309787,1.520370982
,,,,,,,,,,,,,,8.90459413,1.321857146,7.555875944,1.516658711
,,,,,,,,,,,,,,8.918658598,1.324208461,7.572426444,1.512961369
,,,,,,,,,,,,,,8.93271898,1.326559615,7.588961376,1.509278848
,,,,,,,,,,,,,,8.946775298,1.328910529,7.605480827,1.505611039
,,,,,,,,,,,,,,8.960827523,1.331261275,7.621984883,1.501957835
,,,,,,,,,,,,,,8.974875671,1.333611844,7.638473631,1.498319132
,,,,,,,,,,,,,,8.988919752,1.335962164,7.654947153,1.494694826
,,,,,,,,,,,,,,9.002959748,1.338312308,7.671405535,1.491084812
,,,,,,,,,,,,,,9.016995665,1.340662267,7.687848858,1.48748899
,,,,,,,,,,,,,,9.031027267,1.343012861,7.704277205,1.483907259
,,,,,,,,,,,,,,9.045054781,1.345363268,7.720690657,1.480339518
,,,,,,,,,,,,,,9.013776334,1.215995508,7.737089293,1.476785669
,,,,,,,,,,,,,,9.106342144,1.230091438,7.753473193,1.473245616
,,,,,,,,,,,,,,9.120386833,1.232230755,7.769842435,1.46971926
,,,,,,,,,,,,,,9.134427346,1.234370109,7.786197097,1.466206507
,,,,,,,,,,,,,,9.148463743,1.236509279,7.802537256,1.462707262
,,,,,,,,,,,,,,9.162496027,1.23864826,7.818862989,1.459221432
,,,,,,,,,,,,,,9.176524179,1.240787113,7.835174369,1.455748924
,,,,,,,,,,,,,,9.19054822,1.242925765,7.851471472,1.452289648
,,,,,,,,,,,,,,9.204568149,1.245064221,7.867754371,1.448843511
,,,,,,,,,,,,,,9.218583968,1.247202478,7.88402314,1.445410426
,,,,,,,,,,,,,,9.232595676,1.249340534,7.900277851,1.441990302
,,,,,,,,,,,,,,9.246603258,1.251478451,7.916518574,1.438583054
,,,,,,,,,,,,,,9.260606733,1.253616154,7.932745382,1.435188592
,,,,,,,,,,,,,,9.274606101,1.25575365,7.948958344,1.431806833
,,,,,,,,,,,,,,9.288601362,1.257890934,7.965157529,1.428437691
,,,,,,,,,,,,,,9.302592265,1.260028935,7.981343007,1.425081081
,,,,,,,,,,,,,,9.316579064,1.262166719,7.997514845,1.42173692
,,,,,,,,,,,,,,9.330561742,1.264304354,8.01367311,1.418405127
,,,,,,,,,,,,,,9.344540317,1.266441764,8.02981787,1.415085619
,,,,,,,,,,,,,,9.358514773,1.268579021,8.045949191,1.411778315
,,,,,,,,,,,,,,9.372485128,1.270716047,8.062067137,1.408483137
,,,,,,,,,,,,,,9.386451364,1.272852917,8.078171774,1.405200003
,,,,,,,,,,,,,,9.400413502,1.274989551,8.094263166,1.401928837
,,,,,,,,,,,,,,9.414371523,1.277126024,8.110341377,1.398669561
,,,,,,,,,,,,,,9.386049872,1.154513115,8.126406469,1.395422097
,,,,,,,,,,,,,,9.472634825,1.166554318,8.142458505,1.39218637
,,,,,,,,,,,,,,9.486604369,1.168497815,8.158497546,1.388962305
,,,,,,,,,,,,,,9.500569729,1.170441314,8.174523654,1.385749826
,,,,,,,,,,,,,,9.514530949,1.172384647,8.19053689,1.382548861
,,,,,,,,,,,,,,9.528488045,1.174327751,8.206537312,1.379359335
,,,,,,,,,,,,,,9.542441001,1.176270694,8.222524982,1.376181178
,,,,,,,,,,,,,,9.556389819,1.178213465,8.238499958,1.373014316
,,,,,,,,,,,,,,9.570334502,1.180156064,8.254462298,1.369858679
,,,,,,,,,,,,,,9.584275049,1.182098488,8.27041206,1.366714197
,,,,,,,,,,,,,,9.598211462,1.184040736,8.286349301,1.363580799
,,,,,,,,,,,,,,9.612143743,1.185982805,8.302274079,1.360458418
,,,,,,,,,,,,,,9.626071891,1.187924694,8.318186449,1.357346985
,,,,,,,,,,,,,,9.639995909,1.1898664,8.334086467,1.354246431
,,,,,,,,,,,,,,9.653915798,1.191807923,8.349974189,1.351156691
,,,,,,,,,,,,,,9.667831558,1.193749258,8.36584967,1.348077697
,,,,,,,,,,,,,,9.681743191,1.195690406,8.381712963,1.345009385
,,,,,,,,,,,,,,9.695650699,1.197631364,8.397564122,1.341951688
,,,,,,,,,,,,,,9.709554081,1.199572129,8.413403201,1.338904542
,,,,,,,,,,,,,,9.72345334,1.2015127,8.429230252,1.335867884
,,,,,,,,,,,,,,9.737348476,1.203453076,8.445045329,1.332841649
,,,,,,,,,,,,,,9.751239255,1.205394178,8.460848482,1.329825776
,,,,,,,,,,,,,,9.765125912,1.207335085,8.476639764,1.326820202
,,,,,,,,,,,,,,9.779008434,1.209275858,8.492419225,1.323824866
,,,,,,,,,,,,,,9.792886839,1.211216423,8.508186916,1.320839706
,,,,,,,,,,,,,,9.806761128,1.213156786,8.523942886,1.317864662
,,,,,,,,,,,,,,9.780324355,1.09275129,8.539687187,1.314899674
,,,,,,,,,,,,,,9.863142922,1.103231151,8.555419867,1.311944682
,,,,,,,,,,,,,,9.877024841,1.104988596,8.571140974,1.308999629
,,,,,,,,,,,,,,9.890902651,1.106745731,8.586850558,1.306064455
,,,,,,,,,,,,,,9.904776326,1.108502664,8.602548665,1.303139102
,,,,,,,,,,,,,,9.918645866,1.110259403,8.618235345,1.300223514
,,,,,,,,,,,,,,9.932511257,1.112016003,8.633910644,1.297317634
,,,,,,,,,,,,,,9.946372518,1.113772399,8.649574609,1.294421406
,,,,,,,,,,,,,,9.960229632,1.115528655,8.665227286,1.291534773
,,,,,,,,,,,,,,9.974082603,1.117284761,8.680868722,1.28865768
,,,,,,,,,,,,,,9.987931448,1.119040658,8.696498961,1.285790074
,,,,,,,,,,,,,,10.00177615,1.12079641,8.71211805,1.282931898
,,,,,,,,,,,,,,10.01561673,1.122551948,8.727726033,1.280083101
,,,,,,,,,,,,,,10.02945317,1.124307339,8.743322955,1.277243627
,,,,,,,,,,,,,,10.04328547,1.126062572,8.758908859,1.274413425
,,,,,,,,,,,,,,10.05711366,1.127817588,8.774483791,1.271592442
,,,,,,,,,,,,,,10.07093771,1.129572451,8.790047792,1.268780626
,,,,,,,,,,,,,,10.08475763,1.131327153,8.805600906,1.265977926
,,,,,,,,,,,,,,10.09857343,1.133081632,8.821143177,1.26318429
,,,,,,,,,,,,,,10.11238487,1.13483693,8.836674645,1.260399668
,,,,,,,,,,,,,,10.12619217,1.136592067,8.852195354,1.257624009
,,,,,,,,,,,,,,10.13999535,1.13834704,8.867705345,1.254857265
,,,,,,,,,,,,,,10.15379442,1.140101786,8.88320466,1.252099385
,,,,,,,,,,,,,,10.16758937,1.141856373,8.898693339,1.249350321
,,,,,,,,,,,,,,10.18138019,1.143610789,8.914171423,1.246610024
,,,,,,,,,,,,,,10.1951669,1.145365037,8.929638953,1.243878446
,,,,,,,,,,,,,,10.20894948,1.147119114,8.945095968,1.241155539
,,,,,,,,,,,,,,10.18529042,1.033281326,8.960542509,1.238441256
,,,,,,,,,,,,,,10.26246608,1.042163814,8.975978616,1.235735551
,,,,,,,,,,,,,,10.27625235,1.043750936,8.991404326,1.233038376
,,,,,,,,,,,,,,10.29003436,1.04533841,9.006819679,1.230349686
,,,,,,,,,,,,,,10.30381225,1.046925728,9.022224714,1.227669435
,,,,,,,,,,,,,,10.317586,1.048512883,9.037619468,1.224997577
,,,,,,,,,,,,,,10.33135561,1.05009993,9.05300398,1.222334068
,,,,,,,,,,,,,,10.3451211,1.051686806,9.068378288,1.219678863
,,,,,,,,,,,,,,10.35888246,1.053273515,9.083742428,1.217031917
,,,,,,,,,,,,,,10.3726397,1.054860056,9.099096439,1.214393188
,,,,,,,,,,,,,,10.38639282,1.056446427,9.114440356,1.21176263
,,,,,,,,,,,,,,10.40014181,1.058032627,9.129774216,1.209140202
,,,,,,,,,,,,,,10.41388669,1.059618654,9.145098055,1.20652586
,,,,,,,,,,,,,,10.42762744,1.061204567,9.160411911,1.203919562
,,,,,,,,,,,,,,10.44136407,1.062790298,9.175715817,1.201321265
,,,,,,,,,,,,,,10.45509659,1.064375853,9.19100981,1.198730929
,,,,,,,,,,,,,,10.468825,1.065961231,9.206293925,1.19614851
,,,,,,,,,,,,,,10.48254929,1.067546488,9.221568197,1.19357397
,,,,,,,,,,,,,,10.49626947,1.069131558,9.23683266,1.191007266
,,,,,,,,,,,,,,10.50998554,1.070716448,9.252087349,1.188448357
,,,,,,,,,,,,,,10.52369751,1.072301155,9.267332298,1.185897205
,,,,,,,,,,,,,,10.53740536,1.073885737,9.282567541,1.183353769
,,,,,,,,,,,,,,10.55110911,1.075470126,9.297793111,1.18081801
,,,,,,,,,,,,,,10.56480875,1.077054389,9.313009043,1.178289888
,,,,,,,,,,,,,,10.57850429,1.078638457,9.328215369,1.175769364
,,,,,,,,,,,,,,10.59219573,1.080222336,9.343412122,1.173256401
,,,,,,,,,,,,,,10.60588307,1.081806085,9.358599335,1.170750959
,,,,,,,,,,,,,,10.61956632,1.083389634,9.37377704,1.168253
,,,,,,,,,,,,,,10.59854386,0.976056808,9.38894527,1.165762488
,,,,,,,,,,,,,,10.67035093,0.98357292,9.404104057,1.163279384
,,,,,,,,,,,,,,10.68403435,0.985005837,9.419253432,1.160803652
,,,,,,,,,,,,,,10.69771367,0.986438582,9.434393426,1.158335254
,,,,,,,,,,,,,,10.71138888,0.987871201,9.449524072,1.155874154
,,,,,,,,,,,,,,10.72505998,0.98930369,9.464645401,1.153420316
,,,,,,,,,,,,,,10.73872698,0.990735993,9.479757443,1.150973703
,,,,,,,,,,,,,,10.75238987,0.99216817,9.494860229,1.148534281
,,,,,,,,,,,,,,10.76604867,0.993600159,9.509953789,1.146102014
,,,,,,,,,,,,,,10.77970337,0.99503202,9.525038154,1.143676865
,,,,,,,,,,,,,,10.79335397,0.996463745,9.540113353,1.141258802
,,,,,,,,,,,,,,10.80700048,0.997895279,9.555179418,1.138847788
,,,,,,,,,,,,,,10.8206429,0.999326682,9.570236376,1.13644379
,,,,,,,,,,,,,,10.83428122,1.000757946,9.585284258,1.134046773
,,,,,,,,,,,,,,10.84791544,1.002189071,9.600323093,1.131656704
,,,,,,,,,,,,,,10.86154559,1.00362,9.61535291,1.129273548
,,,,,,,,,,,,,,10.87517165,1.005050794,9.630373738,1.126897273
,,,,,,,,,,,,,,10.88879362,1.006481446,9.645385605,1.124527846
,,,,,,,,,,,,,,10.9024115,1.007911954,9.66038854,1.122165233
,,,,,,,,,,,,,,10.91602532,1.009342261,9.675382571,1.119809402
,,,,,,,,,,,,,,10.92963505,1.010772429,9.690367727,1.117460321
,,,,,,,,,,,,,,10.9432407,1.012202451,9.705344034,1.115117956
,,,,,,,,,,,,,,10.95684227,1.013632325,9.720311521,1.112782278
,,,,,,,,,,,,,,10.97043977,1.015062051,9.735270215,1.110453253
,,,,,,,,,,,,,,10.98403319,1.016491627,9.750220144,1.10813085
,,,,,,,,,,,,,,10.99762254,1.017921053,9.765161335,1.105815039
,,,,,,,,,,,,,,11.01120783,1.019350328,9.780093814,1.103505787
,,,,,,,,,,,,,,11.02478904,1.020779452,9.795017609,1.101203065
,,,,,,,,,,,,,,11.03836619,1.02220842,9.809932746,1.098906842
,,,,,,,,,,,,,,11.05193928,1.023637178,9.824839252,1.096617087
,,,,,,,,,,,,,,11.03279304,0.919178662,9.839737152,1.09433377
,,,,,,,,,,,,,,11.10083656,0.925633941,9.854626473,1.092056862
,,,,,,,,,,,,,,11.11440752,0.926921592,9.869507242,1.089786333
,,,,,,,,,,,,,,11.12797451,0.928208594,9.884379482,1.087522153
,,,,,,,,,,,,,,11.1415372,0.929496579,9.899243222,1.085264292
,,,,,,,,,,,,,,11.15509582,0.930784422,9.914098484,1.083012723
,,,,,,,,,,,,,,11.16865038,0.932072122,9.928945296,1.080767416
,,,,,,,,,,,,,,11.18220087,0.933359732,9.943783682,1.078528343
,,,,,,,,,,,,,,11.1957473,0.934647191,9.958613667,1.076295474
,,,,,,,,,,,,,,11.20928968,0.935934505,9.973435276,1.074068783
,,,,,,,,,,,,,,11.222828,0.937221672,9.988248533,1.07184824
,,,,,,,,,,,,,,11.23636226,0.938508693,10.00305346,1.069633818
,,,,,,,,,,,,,,11.24989248,0.939795565,10.01785009,1.067425489
,,,,,,,,,,,,,,11.26341863,0.941082342,10.03263844,1.065223226
,,,,,,,,,,,,,,11.27694075,0.942368963,10.04741853,1.063027002
,,,,,,,,,,,,,,11.29045881,0.943655434,10.0621904,1.060836789
,,,,,,,,,,,,,,11.30397284,0.944941753,10.07695405,1.058652561
,,,,,,,,,,,,,,11.31748281,0.946227974,10.09170953,1.05647429
,,,,,,,,,,,,,,11.33098875,0.947514034,10.10645684,1.054301951
,,,,,,,,,,,,,,11.34449065,0.948799942,10.12119602,1.052135517
,,,,,,,,,,,,,,11.35798851,0.950085695,10.13592708,1.049974962
,,,,,,,,,,,,,,11.37148233,0.951371345,10.15065006,1.047820259
,,,,,,,,,,,,,,11.38497213,0.952656833,10.16536496,1.045671384
,,,,,,,,,,,,,,11.3984579,0.953942164,10.18007182,1.04352831
,,,,,,,,,,,,,,11.41193963,0.955227391,10.19477066,1.041391012
,,,,,,,,,,,,,,11.42541733,0.956512452,10.2094615,1.039259465
,,,,,,,,,,,,,,11.43889102,0.957797354,10.22414437,1.037133643
,,,,,,,,,,,,,,11.45236067,0.95908215,10.23881927,1.035013522
,,,,,,,,,,,,,,11.46582631,0.960366777,10.25348625,1.032899077
,,,,,,,,,,,,,,11.47928792,0.961651297,10.26814531,1.030790283
,,,,,,,,,,,,,,11.49274552,0.962935648,10.28279648,1.028687116
,,,,,,,,,,,,,,11.47599872,0.864695245,10.29743979,1.026589551
,,,,,,,,,,,,,,11.47568617,0.862863211,10.31207525,1.024497565
,,,,,,,,,,,,,,11.55297556,0.869494777,10.32670288,1.022411133
,,,,,,,,,,,,,,11.56642509,0.870648753,10.34132272,1.020330232
,,,,,,,,,,,,,,11.57987057,0.871802806,10.35593477,1.018254838
,,,,,,,,,,,,,,11.59331202,0.872956758,10.37053905,1.016184927
,,,,,,,,,,,,,,11.60674947,0.874110552,10.3851356,1.014120476
,,,,,,,,,,,,,,11.62018291,0.875264244,10.39972443,1.012061463
,,,,,,,,,,,,,,11.63361234,0.876417777,10.41430556,1.010007864
,,,,,,,,,,,,,,11.64703776,0.877571208,10.42887901,1.007959655
,,,,,,,,,,,,,,11.66045918,0.878724477,10.44344481,1.005916815
,,,,,,,,,,,,,,11.6738766,0.879877643,10.45800296,1.003879321
,,,,,,,,,,,,,,11.68729002,0.881030695,10.4725535,1.001847151
,,,,,,,,,,,,,,11.70069944,0.882183587,10.48709644,0.999820281
,,,,,,,,,,,,,,11.71410487,0.883336372,10.50163181,0.99779869
,,,,,,,,,,,,,,11.7275063,0.884489043,10.51615961,0.995782356
,,,,,,,,,,,,,,11.74090374,0.88564155,10.53067988,0.993771258
,,,,,,,,,,,,,,11.75429719,0.886793949,10.54519264,0.991765373
,,,,,,,,,,,,,,11.76768665,0.887946232,10.55969789,0.989764679
,,,,,,,,,,,,,,11.78107214,0.889098348,10.57419567,0.987769156
,,,,,,,,,,,,,,11.79445363,0.890250354,10.58868598,0.985778782
,,,,,,,,,,,,,,11.80783115,0.891402243,10.60316885,0.983793536
,,,,,,,,,,,,,,11.82120468,0.892554015,10.61764431,0.981813396
,,,,,,,,,,,,,,11.83457425,0.893705616,10.63211236,0.979838343
,,,,,,,,,,,,,,11.84793983,0.894857106,10.64657303,0.977868355
,,,,,,,,,,,,,,11.86130145,0.896008475,10.66102633,0.975903411
,,,,,,,,,,,,,,11.87465909,0.897159725,10.67547229,0.973943491
,,,,,,,,,,,,,,11.88801276,0.898310853,10.68991092,0.971988575
,,,,,,,,,,,,,,11.90136247,0.899461808,10.70434224,0.970038643
,,,,,,,,,,,,,,11.91470822,0.900612648,10.71876627,0.968093674
,,,,,,,,,,,,,,11.92805,0.901763365,10.73318303,0.966153648
,,,,,,,,,,,,,,11.94138783,0.902913958,10.74759253,0.964218545
,,,,,,,,,,,,,,11.95472169,0.904064427,10.7619948,0.962288346
,,,,,,,,,,,,,,11.94009772,0.810941617,10.77638985,0.960363031
,,,,,,,,,,,,,,11.93982524,0.809206939,10.7907777,0.958442581
,,,,,,,,,,,,,,12.01261479,0.814846568,10.80515837,0.956526976
,,,,,,,,,,,,,,12.02593874,0.815879707,10.81953187,0.954616197
,,,,,,,,,,,,,,12.03925888,0.816911973,10.83389823,0.952710224
,,,,,,,,,,,,,,12.05257507,0.817944121,10.84825746,0.95080904
,,,,,,,,,,,,,,12.06588732,0.818976156,10.86260957,0.948912624
,,,,,,,,,,,,,,12.07919561,0.820008076,10.87695459,0.947020958
,,,,,,,,,,,,,,12.09249997,0.821039881,10.89129254,0.945134023
,,,,,,,,,,,,,,12.10580038,0.82207157,10.90562342,0.943251801
,,,,,,,,,,,,,,12.11909685,0.823103143,10.91994726,0.941374274
,,,,,,,,,,,,,,12.13238939,0.824134599,10.93426407,0.939501422
,,,,,,,,,,,,,,12.14567799,0.825165938,10.94857388,0.937633228
,,,,,,,,,,,,,,12.15896266,0.826197159,10.96287668,0.935769675
,,,,,,,,,,,,,,12.1722434,0.827228262,10.97717252,0.933910741
,,,,,,,,,,,,,,12.18552022,0.828259245,10.9914614,0.932056412
,,,,,,,,,,,,,,12.1987931,0.82929011,11.00574333,0.930206669
,,,,,,,,,,,,,,12.21206207,0.830320853,11.02001834,0.928361494
,,,,,,,,,,,,,,12.22532712,0.831351476,11.03428644,0.92652087
,,,,,,,,,,,,,,12.23858824,0.832381979,11.04854764,0.924684779
,,,,,,,,,,,,,,12.25184545,0.833412408,11.06280196,0.922853204
,,,,,,,,,,,,,,12.26509874,0.834442709,11.07704943,0.921026127
,,,,,,,,,,,,,,12.27834812,0.835472888,11.09129005,0.919203531
,,,,,,,,,,,,,,12.29159359,0.836502944,11.10552384,0.917385399
,,,,,,,,,,,,,,12.30483515,0.837532876,11.11975081,0.915571715
,,,,,,,,,,,,,,12.31807281,0.838562684,11.13397099,0.913762461
,,,,,,,,,,,,,,12.33130656,0.839592416,11.14818439,0.911957621
,,,,,,,,,,,,,,12.34453617,0.8406233,11.16239102,0.910157178
,,,,,,,,,,,,,,12.35776188,0.841654065,11.1765909,0.908361115
,,,,,,,,,,,,,,12.3709837,0.842684704,11.19078404,0.906569416
,,,,,,,,,,,,,,12.38420163,0.843715221,11.20497047,0.904782065
,,,,,,,,,,,,,,12.39741565,0.844745662,11.21915019,0.902999045
,,,,,,,,,,,,,,12.4106258,0.845775974,11.23332322,0.901220339
,,,,,,,,,,,,,,12.42383205,0.84680616,11.24748957,0.899445933
,,,,,,,,,,,,,,12.41133256,0.759645672,11.26164927,0.89767581
,,,,,,,,,,,,,,12.41109716,0.758004938,11.27580232,0.895909953
,,,,,,,,,,,,,,12.47935555,0.762780863,11.28994875,0.894148348
,,,,,,,,,,,,,,12.49255095,0.763704232,11.30408856,0.892390979
,,,,,,,,,,,,,,12.5057425,0.764627319,11.31824042,0.890633559
,,,,,,,,,,,,,,12.51893018,0.765550286,11.33236712,0.88888461
,,,,,,,,,,,,,,12.53211396,0.766473134,11.34648725,0.88713985
,,,,,,,,,,,,,,12.54529389,0.767395912,11.36060083,0.885399264
,,,,,,,,,,,,,,12.55846995,0.768318567,11.37470786,0.883662835
,,,,,,,,,,,,,,12.57164196,0.76924109,11.38880837,0.88193055
,,,,,,,,,,,,,,12.58481029,0.770163555,11.40290237,0.880202392
,,,,,,,,,,,,,,12.59797475,0.771085893,11.41698988,0.878478347
,,,,,,,,,,,,,,12.61113535,0.772008158,11.43107089,0.8767584
,,,,,,,,,,,,,,12.6242921,0.772930296,11.4451261,0.875046835
,,,,,,,,,,,,,,12.637445,0.773852314,11.45919411,0.873335042
,,,,,,,,,,,,,,12.65059403,0.774774258,11.47327519,0.871622997
,,,,,,,,,,,,,,12.66373922,0.775696073,11.48733042,0.869919293
,,,,,,,,,,,,,,12.67688055,0.776617814,11.50137923,0.868219614
,,,,,,,,,,,,,,12.69001804,0.777539425,11.51542165,0.866523944
,,,,,,,,,,,,,,12.70315169,0.778460961,11.52945768,0.864832271
,,,,,,,,,,,,,,12.71628149,0.779382368,11.54348734,0.863144578
,,,,,,,,,,,,,,12.72941401,0.780304157,11.55751064,0.861460852
,,,,,,,,,,,,,,12.74253618,0.781225388,11.57152759,0.85978108
,,,,,,,,,,,,,,12.75565452,0.78214651,11.58553822,0.858105246
,,,,,,,,,,,,,,12.76876903,0.783067504,11.59954253,0.856433337
,,,,,,,,,,,,,,12.7818797,0.78398842,11.61354053,0.854765339
,,,,,,,,,,,,,,12.70602505,0.784669723,11.62753225,0.853101238
,,,,,,,,,,,,,,12.80703038,0.791825702,11.64151769,0.851441021
,,,,,,,,,,,,,,12.69441492,0.726898832,11.65549686,0.849784673
,,,,,,,,,,,,,,,,11.66946978,0.848132182
,,,,,,,,,,,,,,,,11.68343647,0.846483533
,,,,,,,,,,,,,,,,11.69739693,0.844838713
,,,,,,,,,,,,,,,,11.71135118,0.843197709
,,,,,,,,,,,,,,,,11.72529923,0.841560508
,,,,,,,,,,,,,,,,11.73924109,0.839927096
,,,,,,,,,,,,,,,,11.75317679,0.83829746
,,,,,,,,,,,,,,,,11.76710632,0.836671587
,,,,,,,,,,,,,,,,11.7810297,0.835049464
,,,,,,,,,,,,,,,,11.79494695,0.833431078
,,,,,,,,,,,,,,,,11.80885808,0.831816416
,,,,,,,,,,,,,,,,11.8227631,0.830205466
,,,,,,,,,,,,,,,,11.83666202,0.828598214
,,,,,,,,,,,,,,,,11.85055485,0.826994648
,,,,,,,,,,,,,,,,11.86444162,0.825394755
,,,,,,,,,,,,,,,,11.87832232,0.823798524
,,,,,,,,,,,,,,,,11.89219697,0.82220594
,,,,,,,,,,,,,,,,11.90606559,0.820616992
,,,,,,,,,,,,,,,,11.91992819,0.819031668
,,,,,,,,,,,,,,,,11.93378477,0.817449955
,,,,,,,,,,,,,,,,11.94763536,0.815871842
,,,,,,,,,,,,,,,,11.96147996,0.814297314
,,,,,,,,,,,,,,,,11.97531858,0.812726362
,,,,,,,,,,,,,,,,11.98915124,0.811158973
,,,,,,,,,,,,,,,,12.00297795,0.809595135
,,,,,,,,,,,,,,,,12.01679872,0.808034835
,,,,,,,,,,,,,,,,12.03061356,0.806478063
,,,,,,,,,,,,,,,,12.04442248,0.804924806
,,,,,,,,,,,,,,,,12.0582255,0.803375052
,,,,,,,,,,,,,,,,12.07202262,0.801828791
,,,,,,,,,,,,,,,,12.08581387,0.80028601
,,,,,,,,,,,,,,,,12.09959924,0.798746697
,,,,,,,,,,,,,,,,12.11337876,0.797210842
,,,,,,,,,,,,,,,,12.12715242,0.795678433
,,,,,,,,,,,,,,,,12.14092025,0.794149459
,,,,,,,,,,,,,,,,12.15468226,0.792623908
,,,,,,,,,,,,,,,,12.16843846,0.791101769
,,,,,,,,,,,,,,,,12.18218885,0.78958303
,,,,,,,,,,,,,,,,12.19593345,0.788067682
,,,,,,,,,,,,,,,,12.20967227,0.786555713
,,,,,,,,,,,,,,,,12.22340532,0.78504711
,,,,,,,,,,,,,,,,12.23713261,0.783541865
,,,,,,,,,,,,,,,,12.25085416,0.782039965
,,,,,,,,,,,,,,,,12.26456997,0.7805414
,,,,,,,,,,,,,,,,12.27828006,0.779046159
,,,,,,,,,,,,,,,,12.29198443,0.777554232
,,,,,,,,,,,,,,,,12.3056831,0.776065607
,,,,,,,,,,,,,,,,12.31937608,0.774580275
,,,,,,,,,,,,,,,,12.33306337,0.773098224
,,,,,,,,,,,,,,,,12.346745,0.771619444
,,,,,,,,,,,,,,,,12.36042095,0.770143925
,,,,,,,,,,,,,,,,12.37409127,0.768671655
,,,,,,,,,,,,,,,,12.38775594,0.767202625
,,,,,,,,,,,,,,,,12.40141499,0.765736824
,,,,,,,,,,,,,,,,12.41506842,0.764274243
,,,,,,,,,,,,,,,,12.42871624,0.76281487
,,,,,,,,,,,,,,,,12.44235846,0.761358696
,,,,,,,,,,,,,,,,12.45599509,0.759905711
,,,,,,,,,,,,,,,,12.46962615,0.758455904
,,,,,,,,,,,,,,,,12.48325164,0.757009265
,,,,,,,,,,,,,,,,12.49687157,0.755565786
,,,,,,,,,,,,,,,,12.51048596,0.754125455
,,,,,,,,,,,,,,,,12.52409482,0.752688261
,,,,,,,,,,,,,,,,12.53769814,0.751254198
,,,,,,,,,,,,,,,,12.55129595,0.749823253
,,,,,,,,,,,,,,,,12.56488825,0.748395419
,,,,,,,,,,,,,,,,12.57847506,0.746970683
,,,,,,,,,,,,,,,,12.59205639,0.745549038
,,,,,,,,,,,,,,,,12.60563223,0.744130472
,,,,,,,,,,,,,,,,12.61920261,0.742714978
,,,,,,,,,,,,,,,,12.63276753,0.741302547
,,,,,,,,,,,,,,,,12.64632701,0.739893165
,,,,,,,,,,,,,,,,12.65988105,0.738486827
,,,,,,,,,,,,,,,,12.67342967,0.737083522
,,,,,,,,,,,,,,,,12.68697286,0.73568324
,,,,,,,,,,,,,,,,12.70051065,0.734285974
,,,,,,,,,,,,,,,,12.71404303,0.732891714
,,,,,,,,,,,,,,,,12.72080721,0.732195707
,,,,,,,,,,,,,,,,12.72736716,0.731515355